"Type","SousType","Nom","Description","Adresse","E-mail","Link","IdMedia","ComUrbaine","Latitude","Longitude","Altitude"
"Transports","Bus ","Fermata",,"Corso Vittorio Emanuele 292",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.780696","7.657573"
"Transports","Bus ","Fermata",,"Via Aurelia 13",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.781523","7.653447"
"Transports","Bus ","Fermata",,"Via Aurelia 77",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.782148","7.651084"
"Transports","Bus ","Fermata",,"Via Aurelia 143",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Bordighera","43.782977","7.648158"
"Transports","Bus ","Fermata",,"Via Colonnello Aprosio 564",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Vallecrosia","43.784102","7.644199"
"Transports","Bus ","Fermata",,"Via Colonnello Aprosio Incrocio Via Fondeghe",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Vallecrosia","43.78674","7.638143"
"Transports","Bus ","Fermata",,"Via Colonnello Aprosio 40",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Vallecrosia","43.787495","7.636466"
"Transports","Bus ","Fermata",,"Via Aurelia Incrocio Via Alcide de Gasperi",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Camporosso","43.78897","7.633132"
"Transports","Bus ","Fermata",,"Corso Genova 17",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Ventimiglia","43.790277","7.614019"
"Transports","Bus ","Fermata",,"Via Cavour 48 Incrocio Via Giuseppe Mazzini",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Ventimiglia","43.791057","7.610926"
"Transports","Bus ","Fermata",,"Via Camillo Benso Cavour 44",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Ventimiglia","43.791782","7.608791"
"Transports","Bus ","Fermata",,"Via Camillo Benso Cavour 11",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Ventimiglia","43.792937","7.606367"
"Transports","Bus ","Fermata",,"Piazza della Costituente",,,"Horaires_Bus_Sanremo_Ventimiglia_ Aller.jpg Horaires_Bus_Sanremo_Ventimiglia_Retour.jpg","Ventimiglia","43.791733","7.603333"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,

